Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,3_point_circle_1,61.6,0.0,6.3,54.7,3.984,6.3,54.7,-3.984,6.3
2,Line,61.349,-1.5,6.3,52.651,-1.5,6.3,NA,NA,NA
3,Line,52.651,1.5,6.3,61.349,1.5,6.3,NA,NA,NA
