Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,17.0,-67.904,5.0,17.0,-28.0,5.0,NA,NA,NA
2,Line,17.0,-67.904,5.0,17.0,-67.904,30.0,NA,NA,NA
3,Line,17.0,-67.904,30.0,17.0,-53.0,30.0,NA,NA,NA
4,Line,17.0,-53.0,30.0,17.0,-28.0,5.0,NA,NA,NA
5,Line,17.0,-44.5,5.0,17.0,-44.5,21.5,NA,NA,NA
