Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,3_point_circle_1,25.0,0.0,6.0,-12.5,21.651,6.0,-12.5,-21.651,6.0
2,3_point_circle_2,35.0,-0.0,6.0,-17.5,30.311,6.0,-17.5,-30.311,6.0
3,3_point_circle_3,47.0,0.0,6.0,-23.5,40.703,6.0,-23.5,-40.703,6.0
