Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,45.0,-20.0,5.0,55.0,-20.0,5.0,NA,NA,NA
2,Line,45.0,-43.0,5.0,45.0,-20.0,5.0,NA,NA,NA
3,Line,45.0,-43.0,5.0,55.0,-43.0,5.0,NA,NA,NA
4,Line,55.0,-43.0,5.0,55.0,-20.0,5.0,NA,NA,NA
